ID,type,actor,action,author
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,elina.ardla,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,larissa.repihha,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,larissa.repihha,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,larissa.repihha,Edited,elena.zavora
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,natalja.erte,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,natalja.erte,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,natalja.erte,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,natalja.erte,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,natalja.erte,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,natalja.erte,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,natalja.erte,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,natalja.erte,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,alina.siht,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1zcbkuYA90CUoCqq_u9pPZ0Ea1DV3lAgCN5icJMx0aqU,spreadsheet,oksana.rumjanovskaja,Edited,huvijuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1zcbkuYA90CUoCqq_u9pPZ0Ea1DV3lAgCN5icJMx0aqU,spreadsheet,infojuht,Edited,huvijuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,aleksandra.gavrilova,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1zcbkuYA90CUoCqq_u9pPZ0Ea1DV3lAgCN5icJMx0aqU,spreadsheet,infojuht,Edited,huvijuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,alina.siht,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,vladimir.grigorjev,Edited,elena.zavora
1HJlGrwQqx59YBYjxtKxCdoTxjao6_jRXOFbqANKxvJQ,spreadsheet,anzela.putrolainen,Edited,helen.vanganen
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,alina.siht,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,vladimir.grigorjev,Edited,elena.zavora
1zcbkuYA90CUoCqq_u9pPZ0Ea1DV3lAgCN5icJMx0aqU,spreadsheet,infojuht,Edited,huvijuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,vladimir.grigorjev,Edited,elena.zavora
12L1lebGHZ9TUDgpWeChztQsBltRhzPDx-O87rMo6Vek,spreadsheet,oksana.rumjanovskaja,Edited,elen.vaino
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,alina.siht,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,vladimir.grigorjev,Edited,elena.zavora
1zcbkuYA90CUoCqq_u9pPZ0Ea1DV3lAgCN5icJMx0aqU,spreadsheet,infojuht,Edited,huvijuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,vladimir.grigorjev,Edited,elena.zavora
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,alina.siht,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,vladimir.grigorjev,Edited,elena.zavora
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,vladimir.grigorjev,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,vladimir.grigorjev,Edited,elena.zavora
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,larissa.repihha,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,larissa.repihha,Edited,elena.zavora
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,larissa.repihha,Edited,elena.zavora
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1MJFkKh6u5uVEmMc2ucvLgejBami8FwgL42pykB_FaGw,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,alina.siht,Edited,arendusjuht
1MJFkKh6u5uVEmMc2ucvLgejBami8FwgL42pykB_FaGw,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1SOq8zMvnOQX7Biifp7ReKQBw4m_VEN8QKHzuG1BPsx4,spreadsheet,natalja.junkur,Edited,huvijuht
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,alina.siht,Edited,arendusjuht
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,alina.siht,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,alina.siht,Edited,arendusjuht
1HJlGrwQqx59YBYjxtKxCdoTxjao6_jRXOFbqANKxvJQ,spreadsheet,anzela.putrolainen,Edited,helen.vanganen
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,alina.siht,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,larissa.repihha,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1w5UCz4_VFRKWQT8l0Au9uXQlC233RnMJbLBXz7V3f2Q,spreadsheet,ljudmilla.rozhdestvenskaja,Edited,galina.jalivets
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,larissa.repihha,Edited,elena.zavora
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,vladimir.grigorjev,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,inna.kauts,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1QIg28R2K9LezRK_7pYKl7OS3W6sNC4Ju7Z3-bRQm4F0,spreadsheet,jelena.guljaeva,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1HJlGrwQqx59YBYjxtKxCdoTxjao6_jRXOFbqANKxvJQ,spreadsheet,anzela.putrolainen,Edited,helen.vanganen
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1hERHeyhXwP_4C-G20jA11bcfnCaOnT_nZLQwhd-ndTc,spreadsheet,liidia.teska,Edited,ljudmilla.kudrjavtseva
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1hERHeyhXwP_4C-G20jA11bcfnCaOnT_nZLQwhd-ndTc,spreadsheet,jelena.budarina,Edited,ljudmilla.kudrjavtseva
1SOq8zMvnOQX7Biifp7ReKQBw4m_VEN8QKHzuG1BPsx4,spreadsheet,natalja.junkur,Edited,huvijuht
12L1lebGHZ9TUDgpWeChztQsBltRhzPDx-O87rMo6Vek,spreadsheet,irina.haitina,Edited,elen.vaino
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1hERHeyhXwP_4C-G20jA11bcfnCaOnT_nZLQwhd-ndTc,spreadsheet,natalja.erte,Edited,ljudmilla.kudrjavtseva
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1hERHeyhXwP_4C-G20jA11bcfnCaOnT_nZLQwhd-ndTc,spreadsheet,natalja.erte,Edited,ljudmilla.kudrjavtseva
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1WSp_j2hhAzRpcW0UXd5nIvmAjEf5L-xnZuksGyxkUVE,drawing,ljudmilla.rozhdestvenskaja,Edited,tatjana.afanasjeva
1WSp_j2hhAzRpcW0UXd5nIvmAjEf5L-xnZuksGyxkUVE,drawing,ljudmilla.rozhdestvenskaja,Edited,tatjana.afanasjeva
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1hERHeyhXwP_4C-G20jA11bcfnCaOnT_nZLQwhd-ndTc,spreadsheet,natalja.erte,Edited,ljudmilla.kudrjavtseva
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1sTtpn6YbC1b2WNyi3fodM9F0J-Hm3atyQHR2NLFebws,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1hERHeyhXwP_4C-G20jA11bcfnCaOnT_nZLQwhd-ndTc,spreadsheet,natalja.erte,Edited,ljudmilla.kudrjavtseva
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1TThuR0ORPuNHkDlVXibWgvIt0Sgfi0Q11pLndvqNSgg,spreadsheet,julia.ratsinskaja,Edited,arendusjuht
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1hERHeyhXwP_4C-G20jA11bcfnCaOnT_nZLQwhd-ndTc,spreadsheet,natalja.erte,Edited,ljudmilla.kudrjavtseva
1HJlGrwQqx59YBYjxtKxCdoTxjao6_jRXOFbqANKxvJQ,spreadsheet,anzela.putrolainen,Edited,helen.vanganen
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1EJx7yqwa0FdaAZxB2TNStDNvxfGds8Onrc4xshz1z1Y,spreadsheet,ljudmilla.rozhdestvenskaja,Edited,inna.kovylina
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1hERHeyhXwP_4C-G20jA11bcfnCaOnT_nZLQwhd-ndTc,spreadsheet,natalja.erte,Edited,ljudmilla.kudrjavtseva
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
1XrbK7CTupA4a-2X7qJ5Lv_uzesdCeLTtoRNnIcHM1Jk,spreadsheet,aleksandr.zaporozhets,Edited,ljudmilla.rozhdestvenskaja
